ID_REF,GSM1110879,GSM1110880,GSM1110881,GSM1110882
1007_s_at,24.8302,25.4542,25.6869,25.7307
1053_at,25.6556,25.7486,25.9348,25.8511
117_at,22.3986,21.4459,22.136,21.6938
121_at,24.5789,24.5075,24.5385,24.5736
1255_g_at,21.416,21.0745,21.0107,21.1167
1294_at,23.6715,23.4425,22.9409,22.9591
1316_at,22.7604,23.1194,23.0321,23.0469
1320_at,22.685,22.5645,22.3561,21.9517
1405_i_at,21.7871,20.9456,20.4241,20.6058
1431_at,21.5216,21.2974,21.0166,21.3096
1438_at,22.1244,22.2699,22.3055,21.9426
1487_at,25.213,25.6546,25.3365,25.6815
1494_f_at,22.2604,22.455,22.8002,22.2353
1552256_a_at,25.6179,25.4234,25.7322,25.594
1552257_a_at,24.6056,25.0492,25.2631,25.4181
1552258_at,22.6891,22.0608,22.8633,22.2098
1552261_at,22.0527,22.7385,22.6666,22.8208
1552263_at,22.6718,22.8118,22.408,22.4606
1552264_a_at,23.2469,23.4106,23.0216,22.9896
1552266_at,20.7665,20.7149,20.6508,20.7213
1552269_at,21.9145,22.3023,22.049,22.3276
1552271_at,21.1494,20.9679,21.2118,20.637
1552272_a_at,22.3357,21.9671,22.2525,21.7706
1552274_at,23.7886,23.4681,23.3964,23.8053
1552275_s_at,23.5155,23.2542,22.763,23.0578
1552276_a_at,23.303,23.1354,23.5577,23.2812
1552277_a_at,26.9808,26.8877,26.8472,26.8512
1552278_a_at,21.8351,21.9644,21.8107,21.9391
1552279_a_at,22.907,23.2104,23.1091,23.0477
1552280_at,20.1411,20.0639,20.914,20.7009
1552281_at,23.2298,23.6536,23.7885,23.5169
1552283_s_at,22.8835,23.0223,23.2837,23.1543
1552286_at,22.5283,22.8984,22.5618,22.6392
1552287_s_at,24.8778,24.4358,24.4708,24.5387
1552288_at,20.3336,20.4213,20.6625,20.6803
1552289_a_at,21.3597,21.166,21.5063,21.2286
1552291_at,24.9658,25.3704,25.7647,25.4628
1552293_at,20.7595,20.7347,20.9111,20.5503
1552295_a_at,24.8014,24.7831,24.8115,24.8764
1552296_at,19.963,20.353,20.4171,20.2885
1552299_at,21.0575,20.875,20.9924,21.2544
1552301_a_at,22.3792,22.5619,22.3301,22.2393
1552302_at,22.1725,21.9885,22.3324,21.8518
1552303_a_at,22.4422,22.16,22.4087,21.8668
1552304_at,22.4566,22.5913,21.686,21.9347
1552306_at,23.3789,23.4506,23.0394,23.2736
1552307_a_at,22.1624,22.7308,22.2499,22.8891
1552309_a_at,24.264,25.0662,23.9719,25.6259
1552310_at,25.2611,24.8817,24.9312,24.8899
1552311_a_at,23.2477,22.9262,23.4027,23.0212
1552312_a_at,22.9734,22.9099,22.355,22.8879
1552314_a_at,21.6954,21.7641,21.7284,22.1084
1552315_at,22.0059,21.7307,21.9254,21.8039
1552316_a_at,19.8678,20.3288,20.0052,20.6184
1552318_at,24.2114,24.0766,24.2649,24.2068
1552319_a_at,23.1753,22.9205,23.2855,23.2264
1552320_a_at,21.5927,21.5938,21.5129,21.5437
1552321_a_at,19.8692,20.0568,20.4072,19.8141
1552322_at,21.1125,20.131,20.1769,19.8149
1552323_s_at,22.5472,21.3511,21.6221,21.0924
1552325_at,21.3632,21.4898,21.4199,21.4847
1552326_a_at,20.4727,20.5739,20.4291,20.6472
1552327_at,21.5439,21.7833,21.8021,21.4754
1552329_at,22.9455,21.9765,22.0027,22.2438
1552330_at,23.2078,22.7879,22.7563,22.7075
1552332_at,23.0473,23.4685,23.0314,23.2882
1552334_at,23.4044,23.4392,23.3806,23.3383
1552335_at,22.9317,23.1748,23.222,22.6374
1552337_s_at,22.2369,21.2828,21.5772,20.9711
1552338_at,20.13,20.2238,20.1329,20.1195
1552340_at,20.6303,20.7682,20.4697,20.2417
1552343_s_at,22.8194,22.6348,22.766,22.7459
1552344_s_at,22.1061,22.6298,22.6322,23.0568
1552347_at,24.1928,23.6266,24.2315,23.8182
1552348_at,21.9557,22.0512,22.2642,21.9411
1552349_a_at,22.3569,22.62,22.6943,22.707
1552354_at,19.8846,20.0927,20.4726,19.8193
1552355_s_at,20.6269,20.1665,20.6155,20.5958
1552359_at,20.4388,20.422,20.692,20.462
1552360_a_at,24.4414,24.231,23.9489,24.0934
1552362_a_at,21.9755,22.3884,22.3802,22.4062
1552364_s_at,24.337,24.2684,24.3025,24.1504
1552365_at,22.6185,23.0767,22.5711,22.8334
1552367_a_at,21.1009,21.0868,21.1033,21.1254
1552368_at,21.6926,21.6139,21.6064,21.7358
1552370_at,24.1471,23.0543,22.1406,22.3556
1552372_at,20.304,19.7838,19.7046,19.9912
1552373_s_at,20.2624,20.253,20.6136,20.1573
1552375_at,22.0611,21.3584,21.4853,21.2592
1552377_s_at,23.5974,23.5243,23.6961,23.5958
1552378_s_at,24.6256,24.3646,24.5788,24.2133
1552379_at,20.1122,20.1145,20.2647,20.3222
1552381_at,20.1736,20.0299,19.9615,20.1514
1552383_at,21.8111,21.9669,21.9953,21.8372
1552384_a_at,21.1185,20.924,20.6682,20.8334
1552386_at,23.7213,23.6798,24.0893,23.6155
1552388_at,21.1686,20.8887,21.0847,20.8864
1552389_at,23.2455,23.2808,23.4207,23.5414
1552390_a_at,24.6458,25.0538,24.9648,25.187
1552391_at,21.3152,21.6023,21.6616,21.7078
1552393_at,20.5037,20.2848,20.3734,20.2948
1552394_a_at,19.8675,19.7843,20.4046,20.1635
1552395_at,22.5272,22.6606,22.9937,22.6432
1552396_at,20.3903,20.0923,20.6647,20.3695
1552398_a_at,21.2064,20.4795,20.5673,20.8098
1552399_a_at,21.4011,20.0406,21.0,20.4745
1552400_a_at,22.3969,22.3721,22.9262,22.5233
1552401_a_at,22.3875,22.2547,22.4847,22.3652
1552402_at,21.6984,21.3652,21.3381,21.1325
1552405_at,20.7021,20.1897,20.6997,20.9239
1552408_at,21.1973,20.7532,21.0116,20.8335
1552409_a_at,20.3669,20.6518,20.6576,21.0131
1552410_at,22.2611,22.4522,22.3482,22.2695
1552411_at,21.3938,21.5312,21.5961,21.7767
1552412_a_at,20.7482,20.6433,20.7381,20.6928
1552414_at,20.7409,20.8166,20.6105,21.0107
1552415_a_at,21.3645,21.4863,21.6993,21.5055
1552417_a_at,24.5621,24.6766,24.0107,24.6055
1552418_at,20.6482,20.8938,20.7655,20.8737
1552419_s_at,21.6161,21.0061,21.9872,21.4272
1552421_a_at,21.163,21.222,20.8994,21.0967
1552422_at,21.1359,21.1387,20.9677,21.1372
1552423_at,23.3404,22.7441,22.6412,22.6446
1552424_at,19.9581,20.2188,19.8068,19.8575
1552425_a_at,21.9432,21.446,22.4934,21.6976
1552426_a_at,25.7409,25.354,25.2308,25.3002
1552427_at,22.6215,22.8327,22.2992,22.7893
1552430_at,21.5729,21.9376,21.5682,21.7836
1552432_at,20.7593,20.7027,20.8088,20.8402
1552436_a_at,21.174,20.5011,21.4214,20.7087
1552438_a_at,21.8668,21.9815,22.1408,22.0419
1552439_s_at,20.2338,20.0946,19.7046,19.815
1552440_at,20.8926,20.8716,21.1197,21.4557
1552445_a_at,22.5739,22.6525,22.9526,22.617
1552448_a_at,20.5413,20.5805,20.01,19.8143
1552449_a_at,20.5323,20.3805,20.7481,20.6756
1552450_a_at,21.3252,21.1155,21.0336,21.2706
1552452_at,20.4492,20.2026,20.1184,20.2381
1552453_a_at,20.9163,21.6002,20.8848,21.3771
1552455_at,20.5924,20.7061,20.7208,20.7743
1552456_a_at,19.9373,19.7844,20.7466,20.6683
1552457_a_at,20.1643,19.7839,20.317,19.8141
1552458_at,23.599,22.489,23.977,22.9325
1552459_a_at,20.371,20.7692,20.8096,20.8502
1552461_at,20.5701,20.4749,20.2603,20.5735
1552463_at,21.2308,21.2215,21.1564,20.8201
1552466_x_at,22.0778,22.1778,21.5155,22.4078
1552467_at,21.7919,21.5307,21.2665,21.4743
1552468_a_at,23.0954,23.1011,23.421,22.9275
1552470_a_at,22.1393,22.0542,22.0887,22.1193
1552472_a_at,24.0714,23.9912,23.6992,23.7843
1552473_at,23.7415,23.7902,23.9093,23.8485
1552474_a_at,24.742,24.4663,25.0755,24.7944
1552476_s_at,23.8881,23.9906,24.3453,24.0277
1552477_a_at,19.9953,20.5799,20.3595,21.2127
1552478_a_at,20.5737,20.3405,20.2223,20.8809
1552480_s_at,20.3322,20.6478,20.2443,20.0144
1552481_s_at,21.8041,21.9464,21.4873,21.8039
1552482_at,19.8679,20.0471,20.0528,20.8477
1552484_at,21.0293,21.102,21.3597,21.0494
1552485_at,23.6998,23.4804,23.1461,23.4028
1552486_s_at,23.9481,23.7827,23.4213,23.6273
1552487_a_at,21.5304,22.2696,21.7683,22.2596
1552489_s_at,21.2318,21.9685,22.2312,21.9852
1552490_at,21.276,21.2323,21.1323,20.9629
1552491_at,21.0493,21.3351,21.1695,20.9035
1552493_s_at,21.831,22.2245,22.3833,22.3963
1552494_at,21.7023,21.7261,22.0016,21.869
1552496_a_at,19.972,20.4442,19.8212,20.6078
1552497_a_at,21.5126,21.7825,22.0741,22.0724
1552498_at,22.2804,22.5433,22.6814,22.7712
1552499_a_at,21.116,20.4626,20.3722,20.6228
1552501_a_at,22.92,22.9075,22.9797,22.9028
1552502_s_at,22.2733,22.3789,22.339,22.4584
1552503_at,20.8839,21.4731,20.8392,21.0076
1552504_a_at,22.0822,22.2136,22.2039,22.3915
1552506_at,21.0306,19.7856,21.2096,19.9489
1552507_at,21.5105,21.3903,21.5707,21.7657
1552508_at,20.8059,20.8733,20.5479,20.2882
1552509_a_at,21.4296,21.5538,21.47,21.329
1552510_at,24.267,23.8386,24.1862,23.8941
1552511_a_at,19.9385,20.4623,20.4544,20.0809
1552514_at,21.1743,20.7518,20.1343,20.6103
1552515_at,24.271,24.2192,24.5593,24.3294
1552516_a_at,21.1564,20.7999,21.379,20.8617
1552518_s_at,23.4616,23.5296,23.0595,23.1801
1552519_at,20.9883,21.1332,21.0987,21.3164
1552520_at,22.1584,22.2193,22.1256,22.2002
1552521_a_at,21.4362,21.5879,21.2187,21.6336
1552522_at,20.3153,20.7125,20.8926,20.8537
1552523_a_at,21.1239,21.3745,20.2706,20.9517
1552524_at,20.5092,20.8513,20.5343,20.4639
1552526_at,20.5514,20.0628,20.2814,20.0423
1552528_at,22.7549,23.2082,22.8709,23.2412
1552531_a_at,21.6295,21.3083,21.0772,21.2215
1552532_a_at,19.9187,19.7841,19.7627,20.625
1552535_at,22.4962,22.4115,22.9982,22.9304
1552536_at,21.6971,20.9558,21.6206,21.5784
1552538_a_at,20.6074,20.1168,20.1867,19.8505
1552540_s_at,22.1727,22.0286,22.2548,22.1668
1552541_at,22.4918,22.7543,22.8218,22.5829
1552542_s_at,20.9082,20.6796,20.9111,20.8987
1552543_a_at,20.7878,20.6136,21.0482,20.7701
1552544_at,20.7581,20.8257,20.8507,20.9754
1552546_a_at,22.3226,22.1912,22.349,22.3345
1552548_at,20.886,20.9529,21.0679,21.418
1552549_a_at,21.6586,21.5202,21.9386,22.017
1552552_s_at,20.9544,20.5633,21.3122,20.9372
1552553_a_at,19.979,20.8015,20.6379,20.9573
1552554_a_at,20.3942,20.34,20.1369,20.6782
1552555_at,23.7762,23.6856,23.7743,23.6395
1552557_a_at,20.9935,20.9981,20.986,20.945
1552558_a_at,22.9536,22.8661,23.1016,22.8514
1552559_a_at,20.2353,20.235,20.3064,20.4674
1552562_at,20.8126,20.982,20.5658,20.8798
1552563_a_at,20.744,20.6115,20.899,20.9026
1552564_at,19.8676,20.7984,19.83,20.4887
1552566_at,20.0538,20.3288,20.3736,20.096
1552568_at,22.7158,22.8396,22.7373,22.8005
1552569_a_at,21.6255,20.979,21.7407,20.4398
1552570_at,21.3307,22.454,21.767,22.2204
1552572_a_at,23.2812,22.6768,22.8339,22.5497
1552573_s_at,23.4963,23.0246,22.9551,22.6904
1552575_a_at,24.6555,23.7586,24.0089,23.7466
1552576_at,21.8696,21.4863,21.7806,21.3439
1552578_a_at,20.7024,20.7732,21.0056,20.8554
1552579_a_at,22.5982,22.7931,22.6416,22.6844
1552580_at,21.56,21.2901,21.5844,21.49
1552582_at,20.6992,20.2717,20.2669,19.918
1552583_s_at,20.9049,21.0447,20.57,21.4206
1552584_at,21.5702,22.1279,21.7802,21.7505
1552585_s_at,21.2966,21.5,21.741,21.4318
1552586_at,21.2106,21.2685,21.4637,21.4002
1552587_at,20.8159,20.2987,20.8035,20.5634
1552588_a_at,20.4526,19.8658,19.8456,20.2777
1552590_a_at,20.2857,19.7839,20.2253,20.1304
1552592_at,20.3409,20.5176,20.4604,20.4074
1552594_at,22.1136,22.1252,22.176,22.1744
1552596_at,21.726,21.9083,21.5651,21.9968
1552598_at,20.9837,20.9861,20.8975,21.0198
1552599_at,20.9663,21.3629,21.0005,21.2638
1552602_at,21.6372,21.6338,21.6102,21.4361
1552604_at,20.7964,21.0862,20.9948,20.8104
1552605_s_at,23.022,22.9491,23.3065,23.1592
1552607_at,21.3854,21.5169,21.4027,21.7386
1552608_at,20.3976,20.7545,20.6876,20.5802
1552609_s_at,22.3148,22.2153,22.386,22.0996
1552610_a_at,23.3706,23.6847,23.2267,23.5152
1552611_a_at,23.8145,24.3862,24.0073,24.3911
1552612_at,22.5005,22.5551,22.0483,22.3588
1552613_s_at,22.7202,22.7335,22.3318,22.719
1552615_at,22.4526,22.7734,22.7669,22.559
1552616_a_at,21.0293,21.2419,21.0558,21.021
1552617_a_at,21.9951,21.9272,21.7851,21.6976
1552618_at,23.106,23.379,23.0171,23.4078
1552619_a_at,26.0192,26.6089,26.1027,26.5944
1552620_at,23.1153,23.0445,23.2429,23.249
1552621_at,24.7182,24.1768,24.6797,24.2721
1552622_s_at,24.1897,23.767,24.3368,23.8082
1552623_at,25.1227,21.668,21.4473,20.7174
1552625_a_at,24.5347,24.2041,24.1433,24.2735
1552626_a_at,21.559,21.9916,21.4976,21.7595
1552627_a_at,23.9723,24.1353,23.48,24.2769
1552628_a_at,25.1778,25.2026,24.9203,25.0153
1552629_a_at,21.1233,21.1586,20.6232,21.1148
1552630_a_at,21.5119,21.8767,21.6425,21.1013
1552631_a_at,22.9523,22.9053,22.9428,22.8233
1552632_a_at,21.5414,21.5849,21.5923,21.3227
1552633_at,26.4595,25.925,26.2044,25.9153
1552634_a_at,23.862,23.1642,23.4612,23.1642
1552637_at,20.8489,21.0455,21.0805,21.3508
1552639_at,21.4104,21.1164,21.2458,21.2188
1552641_s_at,22.9702,23.6245,23.0587,23.8701
1552643_at,21.7083,22.1208,21.5449,21.9359
1552644_a_at,23.5666,23.5479,23.1947,23.4509
1552646_at,22.7279,22.6006,22.7874,22.5244
1552648_a_at,24.8442,24.2138,23.8201,23.8485
1552649_a_at,21.8658,21.8939,21.3643,21.3456
1552651_a_at,23.0811,23.0848,23.0549,22.8989
1552652_at,23.3215,22.4409,22.6604,22.1561
1552656_s_at,22.4701,22.1287,22.4753,22.2312
1552657_a_at,23.0476,22.5021,23.1283,22.5757
1552658_a_at,22.6185,22.9175,22.5362,23.088
1552660_a_at,23.0844,22.8523,22.7002,22.6146
1552661_at,19.898,20.0172,19.7047,19.8144
1552662_a_at,22.0831,21.7362,22.1294,21.7553
1552663_a_at,22.145,22.0444,22.2393,22.0191
1552664_at,24.2098,23.9885,23.8654,23.6453
1552665_at,23.2089,23.0856,23.6677,23.1875
1552666_a_at,21.3842,22.0461,21.5562,22.8925
1552667_a_at,21.822,22.0101,21.8191,20.9455
1552669_at,21.9832,22.0682,22.1874,21.9848
1552670_a_at,21.305,20.9262,21.2741,21.1383
1552671_a_at,22.4676,22.381,22.3126,22.3755
1552672_a_at,22.1527,22.066,21.5525,21.9503
1552673_at,21.2192,21.6191,20.9964,21.3495
1552674_at,20.6267,20.4719,20.3974,20.6501
1552675_at,19.8677,19.784,20.353,20.1967
1552676_at,21.8652,22.19,22.2209,22.2545
1552677_a_at,21.9896,21.9783,22.2764,21.8819
1552678_a_at,23.6473,22.8421,22.8722,22.4889
1552680_a_at,23.7887,24.4948,23.8772,23.7994
1552682_a_at,22.5371,22.5203,22.4794,22.6436
1552684_a_at,21.3069,21.2886,20.815,21.1517
1552685_a_at,21.6008,21.518,21.6183,21.5768
1552686_at,20.9773,21.006,21.1042,20.5501
1552687_a_at,20.6175,21.1087,21.2664,20.9641
1552689_at,22.3243,22.1804,22.4359,21.9023
1552690_a_at,23.8484,23.8652,24.0366,23.6964
1552691_at,20.1482,20.3327,20.0125,20.3564
1552693_at,19.9431,20.1165,19.8825,20.1311
1552694_at,20.256,20.1342,20.3293,20.3555
1552695_a_at,20.9854,20.9697,20.7945,21.2424
1552696_at,24.0319,23.6719,23.4662,23.3573
1552698_at,21.4954,21.1678,21.7963,21.426
1552701_a_at,20.4437,20.1253,20.2128,20.4789
1552703_s_at,22.4117,21.0222,20.4091,20.7103
1552705_at,21.9126,21.9789,22.5045,22.1192
1552708_a_at,21.2601,21.5315,21.4313,21.3046
1552711_a_at,25.158,25.1612,25.1661,25.0634
1552712_a_at,22.3957,23.2113,22.8636,23.6746
1552713_a_at,21.0696,20.9294,20.7774,21.0713
1552714_at,21.3294,22.3042,21.8389,22.8245
1552715_a_at,20.9044,20.263,20.728,20.64
1552716_at,23.1104,23.0647,22.6784,22.9215
1552717_s_at,22.4474,22.2417,21.8959,22.5939
1552718_at,22.2891,22.7708,22.7292,22.7183
1552719_at,22.8835,22.2085,22.7167,22.3595
1552721_a_at,21.9223,21.8754,22.0041,21.9958
1552722_at,20.4225,20.3642,20.8217,20.5951
1552724_at,21.3283,21.0961,21.7012,21.0303
1552725_s_at,22.0748,22.0434,22.1723,21.8599
1552726_at,21.2093,21.4687,21.2558,21.1873
1552727_s_at,22.8833,22.6473,21.9572,22.6302
1552729_at,22.8595,22.6099,22.7615,22.4525
1552730_at,20.6036,21.2815,21.2236,21.2628
1552731_at,20.2716,20.0358,20.3051,19.8851
1552732_at,20.5491,20.546,20.8087,20.2993
1552733_at,23.4576,23.0512,23.2585,22.8759
1552734_at,22.688,21.6978,21.2886,21.3222
1552735_at,20.6749,20.7471,21.3491,20.9502
1552736_a_at,21.8087,21.5444,21.9747,21.9201
1552737_s_at,20.7264,20.9838,20.4936,21.2407
1552738_a_at,22.1397,22.4755,21.8754,22.3737
1552739_s_at,22.6328,22.8279,22.2503,22.7797
1552740_at,20.688,20.7365,20.6469,20.9931
1552742_at,20.3095,20.3938,20.0255,20.4716
1552743_at,21.9869,21.9031,21.4911,22.0691
1552745_at,20.8993,20.9106,20.681,20.7889
1552747_a_at,20.6611,20.2033,20.4951,20.7228
1552749_a_at,22.3434,21.8361,21.7619,21.8147
1552750_at,21.7527,22.4308,21.9761,22.5431
1552751_a_at,22.4673,22.7644,22.5604,22.834
1552752_a_at,22.1672,21.8663,22.133,21.9496
1552754_a_at,21.3221,21.8794,21.3006,21.7372
1552755_at,20.6204,20.0143,20.1427,20.7536
1552757_s_at,20.1205,20.4572,20.2878,20.7221
1552758_at,21.7892,21.809,21.9884,21.8818
1552760_at,21.476,21.5185,21.076,21.6376
1552761_at,21.9822,22.293,22.1999,21.974
1552763_at,20.14,20.7425,20.1531,20.177
1552765_x_at,21.7372,22.1285,21.7199,21.6507
1552766_at,21.6776,21.8822,21.4658,21.0298
1552767_a_at,25.2397,25.8719,25.5323,25.7488
1552768_at,21.429,21.6919,21.6702,21.7336
1552769_at,22.1723,22.229,21.8378,22.4389
1552770_s_at,21.7646,22.3362,22.1568,22.2567
1552771_a_at,21.9301,21.3972,21.4219,21.2147
1552772_at,22.0757,22.0322,22.1443,21.9392
1552773_at,20.5647,21.1731,21.353,21.3706
1552774_a_at,21.5203,21.2186,21.3708,21.3881
1552775_at,20.8708,20.354,20.6306,20.6241
1552777_a_at,20.284,20.5441,20.336,20.7195
1552779_a_at,21.9824,22.1769,22.1693,22.0903
1552782_at,22.1963,21.5766,22.1399,21.7949
1552783_at,20.6749,20.5148,20.5418,20.6897
1552785_at,21.281,21.0156,21.4261,21.2521
1552787_at,22.5085,21.4054,21.6975,21.1457
1552788_a_at,22.0339,21.3962,21.396,21.2525
1552789_at,21.8716,22.8782,23.3841,23.37
1552790_a_at,23.5497,24.3402,25.142,24.8857
1552791_a_at,20.9519,20.7499,21.0683,20.5116
1552792_at,22.8436,22.1459,21.8864,21.9204
1552793_at,21.8185,21.828,22.1006,21.5985
1552794_a_at,22.0989,22.4132,22.2729,22.4077
1552796_a_at,21.4121,21.6057,21.6559,21.4669
1552797_s_at,20.7479,21.889,21.4543,22.2011
1552798_a_at,20.7103,20.627,20.8078,21.2809
1552799_at,21.3127,21.1563,21.1873,21.0311
1552800_at,22.4129,22.2247,22.4799,22.4089
1552801_at,19.8676,20.0822,19.8939,20.2774
1552803_a_at,20.6416,21.0502,20.7656,20.7474
1552804_a_at,22.3323,21.8321,21.8701,21.9697
1552806_a_at,20.372,21.3859,20.8521,20.9778
1552807_a_at,20.9948,20.5999,21.1251,20.745
1552808_at,20.8793,20.1202,20.2801,20.6114
1552809_at,22.1268,22.3624,22.7327,22.0748
1552811_at,21.2619,21.4225,21.629,21.5475
1552812_a_at,22.2368,21.6262,22.0638,21.1384
1552813_at,20.8318,20.3852,20.7467,20.7777
1552814_a_at,20.869,21.0126,21.2434,21.0912
1552816_at,21.7352,21.9677,21.9057,21.8213
1552818_a_at,20.1498,20.2212,19.9672,19.8142
1552819_at,21.6764,21.9988,22.3198,21.9706
1552822_at,22.1244,21.8825,21.4578,21.6554
1552825_at,21.1816,20.993,20.9768,20.9246
1552826_at,20.871,20.8636,21.0245,21.0441
1552827_s_at,21.9098,22.2377,22.3501,22.0595
1552828_at,21.5898,21.0214,21.7322,21.2054
1552829_at,21.6785,22.0588,21.7144,21.8586
1552830_at,22.8168,22.3551,22.6965,22.3597
1552833_at,21.5324,21.4292,21.0132,21.1841
1552834_at,23.9493,23.9696,24.1405,24.1379
1552835_at,20.7026,21.1986,20.6797,21.2909
1552836_at,22.5353,22.1498,21.9587,22.2099
1552837_at,20.3837,20.0838,19.7139,20.0634
1552839_at,24.3138,24.2613,24.2659,24.1954
1552841_s_at,19.9515,20.2003,20.3728,20.2147
1552842_at,20.3802,20.8525,20.5623,20.311
1552843_at,20.1198,19.7846,20.1814,20.2885
1552845_at,22.3727,22.0985,22.6499,22.2086
1552846_s_at,22.4916,22.8048,22.6043,22.775
1552848_a_at,20.4608,20.715,20.4294,20.6455
1552849_at,20.1803,20.2844,20.0383,20.2226
1552851_at,20.1682,20.2147,20.3216,20.2797
1552852_a_at,20.5188,20.6058,20.5654,20.6467
1552853_at,19.9863,20.2211,20.0604,20.6968
1552854_a_at,21.5283,21.8046,22.2132,21.8594
1552856_at,21.4128,21.3111,21.2766,20.978
1552857_a_at,22.7453,21.8966,23.0738,22.7294
1552858_at,20.6586,20.4632,20.1785,20.2024
1552860_at,21.1142,20.8104,21.0368,20.7434
1552862_at,22.8794,22.8088,22.8848,22.4933
1552863_a_at,23.7042,23.8602,23.9828,23.8548
1552865_a_at,21.431,21.2241,21.4479,21.3457
1552867_at,23.6555,21.7816,23.7386,21.8696
1552868_at,21.6076,21.717,21.808,21.6003
1552870_s_at,20.7824,21.0993,21.2073,21.0556
1552872_at,22.7686,22.906,22.9411,23.0303
1552873_s_at,22.4758,22.3974,22.5339,22.4892
1552875_a_at,21.2464,21.4894,21.29,21.1682
1552876_at,20.9529,21.1891,21.2702,21.3334
1552877_s_at,22.978,23.0385,23.3035,22.7768
1552878_at,21.433,21.8605,21.5484,21.8195
1552879_a_at,21.6346,21.8696,21.7159,22.0273
1552880_at,21.4916,21.2259,21.4626,21.1008
1552882_a_at,20.5943,20.8468,19.9728,20.5436
1552884_at,21.8459,21.5978,21.2517,21.5126
1552885_a_at,21.2348,21.408,20.9748,21.1213
1552887_at,20.7832,21.2402,21.4524,20.8259
1552889_a_at,23.6027,23.5758,23.7375,23.502
1552890_a_at,20.6029,20.7545,20.5494,20.6507
1552892_at,21.7609,21.8501,21.8603,21.7086
1552893_at,22.6567,22.3863,22.3821,22.2125
1552895_a_at,22.5156,21.9415,22.2006,21.7613
1552897_a_at,21.2662,21.3868,21.3638,21.0834
1552898_a_at,20.7041,20.5539,20.2581,20.6538
1552899_at,21.8552,21.9428,22.2545,21.9582
1552900_a_at,21.5596,21.5503,21.7622,21.6326
1552902_a_at,21.18,21.1353,21.5499,21.2864
1552903_at,21.5613,21.4513,21.7057,21.6595
1552904_at,20.5718,20.3822,20.4031,20.2348
1552906_at,20.2259,20.5831,20.2711,20.4649
1552908_at,20.3973,19.9521,20.5475,19.8148
1552910_at,22.2197,22.2573,22.3911,22.4648
1552911_at,21.2865,21.2121,21.3601,21.1571
1552912_a_at,20.0734,20.1311,20.0651,20.178
1552913_at,20.1146,20.0275,20.0256,20.3639
1552914_a_at,20.21,20.288,19.7779,20.1803
1552915_at,24.9167,22.9858,22.7245,22.5145
1552917_at,22.4608,21.618,21.4723,21.8066
1552919_at,20.6642,20.5199,20.8873,20.8041
1552921_a_at,24.3077,24.3428,23.694,24.1849
1552922_at,20.4145,20.5274,20.4376,20.2464
1552923_a_at,21.3751,21.3157,21.5353,21.2378
1552924_a_at,22.1822,21.8101,22.0721,22.2354
1552925_at,21.2351,21.5416,21.8273,21.5905
1552927_at,21.0458,20.9545,20.873,20.9539
1552928_s_at,21.4444,21.248,21.0064,21.4621
1552929_at,21.4281,21.2078,21.3252,21.3235
1552930_at,22.6566,22.5862,22.79,22.4091
1552931_a_at,22.1329,22.7407,21.8996,22.4536
1552932_at,20.573,20.3925,20.4851,20.1057
1552933_at,20.9141,21.1026,20.9882,21.0861
1552935_at,21.4711,21.7776,21.6574,21.565
1552937_s_at,23.6409,23.753,23.6539,23.7842
1552938_at,20.9094,21.1578,21.0908,21.1508
1552939_at,20.5267,20.0667,20.1797,20.7364
1552940_at,22.6985,22.362,22.781,22.5141
1552942_at,22.7526,23.0982,23.3714,23.1672
1552943_at,20.5248,19.784,19.7753,20.453
1552944_a_at,22.7636,22.8735,23.0014,23.0131
1552946_at,20.9543,20.6032,20.6352,20.7228
1552947_x_at,20.3695,20.8583,20.6769,20.7772
1552948_at,21.2886,21.4984,21.6098,21.6892
1552950_at,20.4788,20.1667,20.6774,20.3179
1552952_at,20.9928,20.9497,21.4304,20.7028
1552953_a_at,21.5721,21.459,21.7748,21.4781
1552954_at,21.0494,21.0579,21.6874,20.7376
1552955_at,21.8003,22.0587,22.2282,22.0766
1552957_at,19.8676,20.0371,20.6374,20.2411
1552960_at,21.4554,21.5261,21.2678,21.4954
1552961_at,21.5066,21.2656,21.6133,20.8477
1552964_at,20.6337,20.8754,20.7623,20.5855
1552965_a_at,21.2521,21.2467,21.2216,21.2763
1552967_at,21.7298,21.6632,21.5374,20.8788
1552969_a_at,21.1841,20.9803,20.9819,20.9184
1552970_s_at,21.0626,20.8657,20.5127,20.9016
1552971_at,20.8031,20.568,20.9417,20.9394
1552972_at,21.1369,21.4216,20.4225,21.4525
1552973_at,20.6777,20.7952,21.0085,20.4958
1552974_at,20.4643,20.4481,20.6129,20.3215
1552975_x_at,20.4432,21.0053,20.8734,20.6388
1552976_at,23.8108,23.8158,24.0396,23.5972
1552977_a_at,24.1648,23.8676,24.3718,24.25
1552978_a_at,23.4953,23.8008,23.2735,23.7009
1552979_at,20.1859,20.456,20.1149,20.8005
1552980_at,20.3824,21.4733,20.8043,21.4484
1552982_a_at,20.901,21.2675,21.2834,21.2146
1552985_at,20.9569,20.7181,21.0835,20.552
1552986_at,20.4386,20.4072,20.0545,20.6964
1552987_a_at,21.256,20.7434,21.4826,20.9844
1552988_at,20.3238,20.7032,20.768,20.5987
1552990_at,20.0338,21.1196,20.5432,20.8555
1552991_at,20.7742,20.5325,20.7647,20.5745
1552993_at,20.1361,19.7839,20.1314,19.9248
