ID_REF,GSM1110879,GSM1110880,GSM1110881,GSM1110882
203628_at,21.1814,21.5825,21.3826,22.2479
203629_s_at,24.6302,24.9819,24.7422,24.942
203630_s_at,25.2281,25.2242,25.0023,25.2645
203631_s_at,21.2576,21.1183,21.2582,21.0358
203632_s_at,25.3051,25.5044,24.5937,25.4192
203633_at,25.7174,26.1865,26.2301,26.4237
203634_s_at,21.5685,22.005,21.7087,21.9209
203635_at,25.0369,24.9162,25.0057,24.834
203636_at,24.815,24.8177,24.8402,24.8444
203637_s_at,25.2875,25.3594,25.2441,25.4342
203638_s_at,20.1683,20.5235,19.9165,20.6728
203639_s_at,20.1768,20.0301,19.9222,19.9284
203640_at,24.9198,25.3364,24.6072,25.1897
203641_s_at,21.0429,21.3339,21.1968,21.2342
203642_s_at,23.1286,24.0929,23.4534,24.1393
203643_at,24.0742,24.2406,24.1022,24.2052
203644_s_at,23.493,23.1118,23.0797,22.8926
203645_s_at,23.4966,23.489,23.8543,23.2447
203646_at,25.1527,25.4615,25.1123,25.4584
203647_s_at,26.7283,26.8557,26.6108,26.7881
203648_at,26.1864,26.277,26.2418,26.2218
203649_s_at,22.5128,22.3831,22.7836,22.2642
203650_at,27.1003,26.3862,26.3467,26.1279
203651_at,24.585,24.5256,24.5166,24.3739
203652_at,25.0411,24.9214,24.9241,25.008
203653_s_at,24.6775,25.0017,24.8265,24.9801
203654_s_at,26.3543,26.3458,26.297,26.3285
203655_at,23.9758,24.0061,24.0535,24.0244
203656_at,23.8071,23.8893,23.8107,23.8137
203657_s_at,23.5582,23.6201,23.4219,23.7761
203658_at,25.1524,25.3371,25.3642,25.4085
203659_s_at,24.467,24.4227,24.2618,24.2761
203660_s_at,25.5848,25.5585,25.6788,25.4893
203661_s_at,21.4401,21.3156,21.1367,21.5624
203662_s_at,22.2971,22.5477,22.7459,22.4214
203663_s_at,28.5105,28.4349,28.4763,28.4441
203664_s_at,25.9137,25.6558,25.4935,25.4747
203665_at,24.1215,23.1822,23.7424,22.9449
203666_at,22.105,22.1919,22.1533,22.4211
203667_at,28.2904,28.2952,28.0742,28.1997
203668_at,23.2174,23.5692,23.5326,23.816
203669_s_at,25.4825,25.4248,25.5179,25.3809
203670_at,21.0679,21.0403,20.9081,20.683
203671_at,24.5763,24.7884,24.9034,24.9479
203672_x_at,25.1643,25.5627,25.2987,25.4457
203673_at,20.7246,20.7376,20.8214,20.7987
203674_at,25.3058,25.1315,25.4628,25.3359
203675_at,25.4197,26.0227,25.3598,26.0891
203676_at,22.3886,22.3773,22.5503,22.2243
203677_s_at,25.2437,24.9609,24.9386,24.7925
203678_at,25.3185,25.4664,25.2881,25.4904
203679_at,26.4116,25.7664,25.8905,25.5842
203680_at,21.0337,21.1888,21.3139,21.2801
203681_at,20.466,20.597,20.2701,20.4912
203682_s_at,24.8203,24.889,24.7251,24.4727
203683_s_at,22.3705,22.5996,22.6466,22.7181
203684_s_at,21.0878,21.4337,21.4404,21.6665
203685_at,21.404,21.358,21.5726,21.6231
203686_at,24.8866,25.0346,25.0921,25.1117
203687_at,20.821,21.2876,21.186,21.0037
203688_at,25.1805,25.4584,25.2184,25.4531
203689_s_at,26.4193,25.7665,25.5144,25.6436
203690_at,25.6025,25.7963,25.534,25.9663
203691_at,25.7585,26.3566,26.1962,26.7909
203692_s_at,22.6893,22.8044,22.4546,22.8703
203693_s_at,26.099,26.2662,26.1548,26.3757
203694_s_at,25.751,25.5546,25.4913,25.4872
203695_s_at,26.0403,26.0653,25.9423,25.9486
203696_s_at,25.6237,25.7521,25.8007,25.8647
203697_at,21.9602,21.9722,22.6523,21.8439
203698_s_at,22.4735,21.8997,22.5995,21.5176
203699_s_at,21.0762,20.8458,21.1612,20.8041
203700_s_at,20.7173,21.0755,20.6557,20.9192
203701_s_at,24.8528,24.7484,24.7957,24.9328
203702_s_at,23.2374,23.2732,23.1237,23.0474
203703_s_at,22.7789,22.5639,22.8639,22.6671
203704_s_at,25.6853,25.4816,25.2862,25.4378
203705_s_at,21.6374,21.8178,21.5816,21.745
203706_s_at,20.9478,21.2042,20.9217,21.0281
203707_at,25.2386,24.8415,24.7714,24.6722
203708_at,20.8682,21.2544,20.7919,21.5057
203709_at,23.5678,23.4941,23.6782,23.5918
203710_at,24.551,24.6142,24.8281,24.4368
203711_s_at,23.9223,24.521,24.0168,24.5947
203712_at,25.5663,25.6627,25.1404,25.5396
203713_s_at,23.5552,23.6977,23.8312,23.9536
203714_s_at,24.6515,25.1056,24.6517,25.1346
203715_at,23.1622,23.595,23.085,23.6273
203716_s_at,24.2617,23.8937,23.8992,23.6829
203717_at,26.1015,25.8417,25.9432,25.7459
203718_at,24.7302,24.6802,24.9909,24.8467
203719_at,24.0282,24.0734,23.9511,24.1464
203720_s_at,24.7149,24.5589,24.6443,24.5914
203721_s_at,27.8999,27.9486,28.0261,27.9881
203722_at,21.5856,21.815,22.3702,22.0662
203723_at,23.8293,23.8288,24.4736,23.9323
203724_s_at,21.7919,22.0481,21.9144,21.7046
203725_at,27.8865,27.2132,27.2352,27.1766
203726_s_at,25.6334,25.6375,25.7465,25.5664
203727_at,24.6369,24.6552,24.5866,24.7802
203728_at,25.963,25.2719,25.427,24.9517
203729_at,25.0782,24.5144,25.2161,24.9674
203730_s_at,24.4056,24.0215,24.0908,24.021
203731_s_at,23.5214,23.4409,23.4188,23.4298
203732_at,25.3067,25.08,24.9487,24.9899
203733_at,25.3096,25.3353,25.4381,25.3818
203734_at,23.9216,23.9994,23.7037,23.8869
203735_x_at,26.0651,25.751,25.8964,25.6397
203736_s_at,23.3477,23.3309,22.6108,23.4207
203737_s_at,24.5965,24.5811,24.3663,24.5543
203738_at,26.4242,26.1896,25.9604,26.0445
203739_at,27.5975,27.4072,27.4735,27.3615
203740_at,26.4619,26.3269,26.064,26.1572
203741_s_at,23.6545,24.2821,23.1003,24.1357
203742_s_at,24.6879,24.0519,24.5634,24.1701
203743_s_at,26.8504,26.7068,26.347,26.5442
203744_at,26.698,26.782,26.9282,26.7648
203745_at,26.4404,26.3234,26.0465,26.115
203746_s_at,26.6976,26.4337,26.4221,26.4263
203747_at,20.7421,20.7514,21.1812,21.1289
203748_x_at,26.6822,26.5671,26.2871,26.4913
203749_s_at,24.226,24.1981,24.1268,24.2452
203750_s_at,21.8066,21.8729,21.7525,21.7143
203751_x_at,22.0459,21.5588,21.7414,21.6511
203752_s_at,27.0199,26.1492,26.7183,26.022
203753_at,24.9258,24.0601,23.9232,24.0337
203754_s_at,23.0856,22.7585,22.7163,22.6659
203755_at,27.5091,27.6363,27.6855,27.7696
203756_at,24.4872,22.7669,25.0856,22.8076
203757_s_at,21.0438,21.8414,21.0299,21.7146
203758_at,23.8661,23.2276,23.0359,23.1372
203759_at,23.4335,23.4417,23.6063,23.4091
203760_s_at,20.6029,19.8593,20.2817,20.2996
203761_at,21.4742,21.6957,21.6125,21.729
203762_s_at,24.6981,24.5809,24.2022,24.3368
203763_at,24.9901,25.0309,24.7125,24.7568
203764_at,27.4619,27.3679,27.7834,27.3915
203765_at,25.3623,25.2396,24.897,25.1064
203766_s_at,19.9627,20.7026,20.4909,20.7935
203767_s_at,23.8642,24.2933,23.6699,24.1929
203768_s_at,22.0626,21.8611,21.4291,22.1825
203769_s_at,22.9934,23.4925,23.2966,23.7452
203770_s_at,20.5334,20.8206,20.3628,20.5791
203771_s_at,25.0515,25.0835,24.9462,25.1183
203772_at,21.9344,22.1264,22.2375,21.8923
203773_x_at,26.5944,26.6782,26.5167,26.7477
203774_at,24.8007,25.5648,24.9273,25.5934
203775_at,25.9978,26.01,26.1367,26.0725
203776_at,25.7088,25.4021,25.265,25.2381
203777_s_at,24.9193,24.7537,24.619,24.702
203778_at,24.1911,24.4081,24.2176,24.1534
203779_s_at,20.3148,19.9071,19.8401,19.8143
203780_at,21.249,21.6129,21.1655,21.5862
203781_at,27.7859,27.9369,27.9382,28.0576
203782_s_at,24.0226,23.9906,24.0903,24.1769
203783_x_at,21.3435,21.3995,21.7391,21.199
203784_s_at,21.4932,21.0949,20.9901,21.0487
203785_s_at,23.9729,23.6712,23.4416,23.512
203786_s_at,24.8853,25.1695,25.3003,25.5059
203787_at,25.1651,24.8048,24.5321,24.5444
203788_s_at,22.305,22.0582,22.13,21.829
203789_s_at,25.6348,25.7141,25.2417,25.6118
203790_s_at,26.4375,26.3315,26.4033,26.3891
203791_at,24.5809,24.5768,24.2504,24.3271
203792_x_at,22.4913,22.5729,22.4644,22.3534
203793_x_at,22.8345,23.0077,23.2028,23.1459
203794_at,25.1231,25.5243,25.6412,25.6906
203795_s_at,24.5329,24.192,23.5633,23.8535
203796_s_at,24.1,24.7091,23.1622,24.063
203797_at,22.0191,22.3787,22.1702,21.8784
203798_s_at,20.035,20.3973,20.2199,20.113
203799_at,24.296,24.8305,24.9533,24.9011
203800_s_at,25.244,25.5667,25.1518,25.6493
203801_at,21.8439,22.4907,22.4021,22.7562
203802_x_at,25.8542,25.6956,25.4898,25.6506
203803_at,23.9131,24.6761,24.2864,24.6668
203804_s_at,27.1613,27.4835,27.3062,27.4484
203805_s_at,23.7616,23.3187,23.6959,23.4603
203806_s_at,22.3441,22.9298,22.6724,23.0106
203807_x_at,21.8054,21.6427,21.4027,20.5857
203808_at,21.8174,22.078,21.7942,21.7647
203809_s_at,20.7967,20.8267,21.1101,20.9423
203810_at,23.3569,24.015,23.2734,23.8856
203811_s_at,22.5092,22.5855,22.1636,22.5582
203812_at,22.0118,22.1246,22.1253,22.2392
203813_s_at,21.4593,21.4961,21.6681,21.4621
203814_s_at,25.3519,25.0947,25.1867,24.9949
203815_at,25.4447,25.3007,25.4486,25.3662
203816_at,25.8752,25.4381,25.4893,25.4346
203817_at,22.7516,22.9778,22.7216,22.8606
203818_s_at,25.3771,25.6202,25.5072,25.6617
203819_s_at,26.2648,25.6675,24.9822,25.3921
203820_s_at,26.5087,25.8105,25.1436,25.3234
203821_at,26.1027,25.5602,25.5125,25.5827
203822_s_at,24.4169,24.1683,24.1106,23.9976
203823_at,22.6248,23.026,22.8069,23.0328
203824_at,26.3496,25.1056,26.4064,24.6764
203825_at,25.2753,25.3153,25.082,25.519
203826_s_at,23.5102,23.5294,23.662,23.6563
203827_at,24.9799,24.2666,24.8377,24.2707
203828_s_at,20.4235,21.0205,20.39,20.9762
203829_at,25.0187,25.0845,24.9037,25.2067
203830_at,24.3085,24.6219,24.1253,24.5091
203831_at,26.0825,26.013,25.8938,26.0017
203832_at,28.155,28.1311,28.0184,28.0949
203833_s_at,23.121,23.4348,22.8944,23.3815
203834_s_at,23.3318,23.3153,23.3933,23.3044
203835_at,22.0312,22.0351,22.1143,22.2084
203836_s_at,23.9046,23.6305,23.6519,23.206
203837_at,24.8018,24.5884,24.5019,24.2986
203838_s_at,21.3365,21.1599,21.3493,20.8829
203839_s_at,23.8063,23.6261,23.6348,23.8116
203840_at,25.4628,25.3093,24.2104,25.0158
203841_x_at,20.4363,20.4264,20.3069,20.4984
203842_s_at,23.3634,23.2088,23.4195,23.0465
203843_at,26.6847,26.3466,26.4588,26.2296
203844_at,24.9205,24.5756,24.8606,24.5448
203845_at,24.6664,25.0396,25.039,25.0299
203846_at,24.4251,24.335,24.693,24.4176
203847_s_at,25.5277,25.183,25.0205,25.0651
203848_at,24.8702,24.6935,24.7436,24.653
203849_s_at,23.5757,23.3802,23.8581,23.5404
203850_s_at,20.8081,20.9738,21.0795,20.9622
203851_at,27.7752,27.6922,27.5017,27.7208
203852_s_at,26.1554,26.295,26.1777,26.2518
203853_s_at,23.9097,24.1115,23.9486,24.1496
203854_at,20.7594,20.6779,20.6296,20.2724
203855_at,24.6138,24.9677,24.7423,25.1661
203856_at,26.4426,26.7246,26.0777,26.7013
203857_s_at,25.6511,25.237,25.396,25.2971
203858_s_at,24.2021,23.944,23.9156,23.8875
203859_s_at,22.8608,22.7406,23.088,22.6059
203860_at,23.5228,23.8479,23.3742,23.6962
203861_s_at,21.345,21.7184,21.7301,22.1893
203862_s_at,20.0179,20.0887,20.3356,20.0819
203863_at,20.0906,20.0549,20.3253,20.1421
203864_s_at,21.7062,21.3997,21.2604,21.3319
203865_s_at,24.9569,25.3415,25.2027,25.7318
203866_at,22.198,22.082,21.961,22.1031
203867_s_at,22.7866,22.4835,22.2865,22.7793
203868_s_at,20.7012,20.9714,20.8638,20.6323
203869_at,24.4303,24.7296,24.4063,24.5438
203870_at,24.373,24.6933,24.8865,24.748
203871_at,24.6421,24.8114,24.5416,24.8251
203872_at,20.5076,20.6268,21.0667,21.0033
203873_at,21.5625,21.4039,21.8117,21.0108
203874_s_at,26.819,26.9635,26.9259,26.9078
203875_at,26.762,26.9424,26.9719,26.8935
203876_s_at,20.1449,21.0647,21.0891,20.8945
203877_at,21.5599,21.5445,21.6451,21.7351
203878_s_at,23.8294,23.4472,23.6276,23.1766
203879_at,23.4838,23.9159,23.6889,24.0746
203880_at,27.751,27.8181,27.4336,27.7353
203881_s_at,19.8679,20.0724,20.2884,20.1594
203882_at,27.4905,26.7192,24.9915,25.229
203883_s_at,25.1773,25.1493,24.7439,25.1356
203884_s_at,24.7806,24.8567,24.5028,24.7907
203885_at,25.6225,25.9563,25.6702,26.0582
203886_s_at,20.9949,20.3042,20.8714,20.7704
203887_s_at,20.6331,20.4119,20.4395,20.4575
203888_at,19.9312,20.4799,20.5541,20.3813
203889_at,22.4003,22.4031,22.2692,22.3591
203890_s_at,22.1265,22.1595,22.2042,21.9801
203891_s_at,23.4275,23.3283,23.3019,23.5229
203892_at,23.4542,23.1283,23.7377,23.5271
203893_at,26.6093,26.6515,26.2353,26.4685
203894_at,22.9314,22.7784,22.9305,22.8207
203895_at,25.4754,25.7573,25.4806,25.8123
203896_s_at,25.3186,25.6397,25.4339,25.5655
203897_at,25.8379,25.8927,25.7702,25.8969
203898_at,25.2789,25.5668,25.4059,25.5302
203899_s_at,24.401,24.3702,24.2642,23.6229
203900_at,21.8791,21.8415,21.6706,21.8904
203901_at,22.5962,22.4021,22.6192,22.5523
203902_at,20.4866,20.2082,20.5405,20.4915
203903_s_at,21.1486,21.0534,20.9746,20.89
203904_x_at,25.9495,25.5772,25.9792,25.694
203905_at,25.0298,24.8706,25.0474,24.8189
203906_at,24.9207,25.6511,26.0653,25.9862
203907_s_at,24.7757,25.2786,25.2858,25.4156
203908_at,22.8712,23.0779,23.5621,23.5709
203909_at,26.4589,26.3646,26.437,26.1526
203910_at,28.59,28.6062,28.3385,28.5946
203911_at,23.795,23.8431,23.905,23.7954
203912_s_at,24.5703,24.6875,24.7301,24.7905
203913_s_at,23.9463,25.2927,24.819,25.243
203914_x_at,24.3987,25.7287,25.0563,25.6719
203915_at,20.7399,20.9961,21.3022,21.4621
203916_at,25.7434,25.5507,25.3216,25.4186
203917_at,24.0018,22.4444,24.119,22.7199
203918_at,21.4421,21.6638,21.4625,21.3869
203919_at,25.1892,24.5963,25.3071,24.6066
203920_at,23.2043,23.2569,23.3853,23.1868
203921_at,26.921,26.6164,27.2012,26.4624
203922_s_at,20.5112,20.6398,20.4063,20.3018
203923_s_at,21.4331,21.8125,21.9019,21.1699
203924_at,22.4234,22.6251,22.7418,22.5374
203925_at,26.2966,26.5972,25.7891,26.392
203926_x_at,25.9345,25.4056,25.8343,25.3588
203927_at,23.8221,23.7218,23.3329,23.83
203928_x_at,23.2618,22.445,23.3678,22.2683
203929_s_at,23.6815,22.3619,24.0199,22.5071
203930_s_at,21.1723,20.8299,21.2734,20.769
203931_s_at,27.2597,27.1429,27.0227,27.1404
203932_at,22.584,22.6606,22.6679,22.6919
203933_at,23.3864,23.4992,23.2775,23.6666
203934_at,24.0202,23.5313,25.3084,23.6284
203935_at,26.2709,25.7528,26.0019,25.5969
203936_s_at,22.9096,22.9234,23.1281,22.6717
203937_s_at,22.3717,22.0458,22.2691,21.8504
203938_s_at,24.2957,23.9851,24.3549,24.1232
203939_at,27.1088,26.6024,26.2724,25.9685
203940_s_at,21.9526,22.0675,22.3847,22.2824
203941_at,24.561,24.3482,24.3125,24.1962
203942_s_at,23.5513,23.5434,23.1674,23.7487
203943_at,25.3705,25.1213,25.1499,24.9601
203944_x_at,25.7013,24.9422,24.78,24.5161
203945_at,24.0932,24.3939,24.0499,24.1014
203946_s_at,22.0252,22.0645,22.0965,21.8804
203947_at,25.8687,25.858,25.6318,25.7476
203948_s_at,21.1172,21.0996,21.0839,21.1627
203949_at,21.3867,22.2894,21.7627,21.9079
203950_s_at,23.2546,23.2478,23.1915,23.303
203951_at,21.425,20.7924,21.5084,20.8644
203952_at,24.6987,24.4872,24.2731,24.5452
203953_s_at,23.8913,23.3442,23.9249,23.4209
203954_x_at,24.6634,24.3804,24.8826,24.397
203955_at,24.417,24.4545,24.2691,24.4351
203956_at,25.7237,25.7671,25.5701,25.5852
203957_at,25.409,25.1068,24.9164,24.9853
203958_s_at,22.6702,22.4157,22.0607,22.5553
203959_s_at,24.5072,24.359,24.381,24.2269
203960_s_at,25.2014,25.8179,25.2351,25.9229
203961_at,23.5223,24.6813,24.447,24.8972
203962_s_at,23.4068,24.3558,24.1332,24.6261
203963_at,24.0721,24.1939,24.2519,24.1887
203964_at,28.1762,26.5727,25.2058,25.5611
203965_at,23.2856,23.4386,23.3794,23.3365
203966_s_at,27.1473,26.4935,26.8935,26.42
203967_at,24.6392,24.5026,24.5531,24.4813
203968_s_at,24.7429,24.7092,24.7099,24.6608
203969_at,21.4039,21.7862,21.2558,21.565
203970_s_at,25.6499,25.6088,25.3192,25.5938
203971_at,25.4773,25.0791,25.4028,25.1786
203972_s_at,25.7286,25.5966,25.4795,25.6561
203973_s_at,25.1108,24.4768,24.0938,24.2613
203974_at,25.8393,25.3221,25.1644,25.1305
203975_s_at,23.9141,24.0712,23.9451,24.0629
203976_s_at,23.6519,23.6969,23.4934,23.819
203977_at,22.5845,22.8306,22.4874,22.6789
203978_at,24.9488,24.9426,24.8058,24.8902
203979_at,24.8645,24.5763,24.9585,24.5893
203980_at,27.3236,26.3784,28.1046,26.968
203981_s_at,24.2195,24.0149,24.267,23.9817
203982_s_at,21.2601,21.4407,21.6258,21.1089
203983_at,26.43,26.7946,26.2423,26.7784
203984_s_at,24.172,24.3194,24.0807,24.047
203985_at,25.5492,25.0745,25.225,24.9874
203986_at,23.8433,23.4861,23.4531,23.5198
203987_at,26.1577,26.1527,25.607,25.8678
203988_s_at,28.3519,27.9859,28.1129,27.8363
203989_x_at,26.4186,26.2444,27.1719,26.3269
203990_s_at,21.5269,21.342,21.3892,21.1244
203991_s_at,23.9548,23.9663,23.7684,23.9964
203992_s_at,24.9045,24.6286,24.4265,24.4509
203993_x_at,20.9476,20.9721,20.8245,20.9785
203994_s_at,23.3085,23.0855,23.2893,23.0761
203995_at,20.5205,20.5721,20.702,20.7107
203996_s_at,22.1104,21.7344,21.91,21.9708
203997_at,22.9206,23.3326,23.003,23.4588
203998_s_at,23.501,23.3379,22.9931,23.0821
203999_at,24.6534,24.0694,23.9508,23.9506
204000_at,24.3423,24.5994,24.512,24.4932
204001_at,24.3841,24.4775,23.7644,24.3245
204002_s_at,21.5245,21.2251,21.5673,21.5586
204003_s_at,24.5456,24.8344,24.4693,24.8847
204004_at,25.2553,24.8499,24.8205,25.0908
204005_s_at,24.9306,25.0402,24.4554,25.1721
204006_s_at,20.2444,20.0574,20.3989,20.6946
204007_at,20.8995,20.7162,20.6666,20.4331
204008_at,23.8643,23.3463,23.4243,23.1273
204009_s_at,24.6414,25.4494,25.1136,25.527
204010_s_at,21.6995,22.1192,21.5152,21.3598
204011_at,27.3128,26.5202,26.5842,26.1993
204012_s_at,25.8053,25.5842,25.6375,25.5697
204013_s_at,21.1673,21.1916,21.0039,21.0789
204014_at,27.1813,27.3649,27.4175,27.5905
204015_s_at,27.3049,27.219,27.2234,27.258
204016_at,25.3053,25.0623,24.9524,24.9805
204017_at,26.3567,26.2679,26.7384,26.4613
204018_x_at,20.9289,21.2174,20.7327,20.6602
204019_s_at,24.4573,24.5491,24.3761,24.4215
204020_at,25.8812,26.2205,25.6488,26.1554
204021_s_at,25.7431,25.5987,25.127,25.5616
204022_at,23.7459,23.5791,23.7892,23.8388
204023_at,27.0213,27.1786,27.1222,27.215
204024_at,23.07,23.4605,23.5239,23.6198
204025_s_at,26.1063,26.0591,26.1603,26.0118
204026_s_at,29.0992,29.0264,29.0742,29.0497
204027_s_at,24.635,24.8989,24.3703,24.8295
204028_s_at,24.8012,24.6594,24.4379,24.8754
204029_at,22.2861,22.525,22.6538,22.6808
204030_s_at,25.6365,25.7454,26.0527,26.0987
204031_s_at,28.1095,28.2034,28.1353,28.2322
204032_at,26.852,27.1571,26.6991,27.1253
204033_at,27.0554,26.9413,26.8405,26.8724
204034_at,25.5558,25.6144,25.6211,25.6464
204035_at,22.0172,21.6486,22.2326,21.8013
204036_at,27.0306,27.2326,27.1788,27.3564
204037_at,26.3658,26.5702,26.5856,26.6001
204038_s_at,25.4244,25.3741,25.1256,25.3058
204039_at,20.7425,20.8393,20.356,20.603
204040_at,25.7143,26.3133,26.435,26.3554
204041_at,21.9227,21.9965,21.9712,21.8296
204042_at,23.1534,23.4697,23.3141,23.5952
204043_at,21.9115,21.7957,21.7878,22.0077
204044_at,21.0853,20.4507,21.141,20.0905
204045_at,26.6819,27.0318,26.7706,27.0339
204046_at,21.362,21.5564,21.4775,21.1136
204047_s_at,21.8854,22.4759,22.3861,22.0705
204048_s_at,24.8271,25.0734,24.7282,25.2854
204049_s_at,23.8717,24.5331,23.9625,24.7148
204050_s_at,27.6297,27.602,27.695,27.6619
204051_s_at,20.9564,21.3268,21.1999,20.9894
204052_s_at,20.799,21.0478,21.0516,21.2386
204053_x_at,21.215,20.8945,20.6164,20.561
204054_at,20.5378,20.602,20.4839,20.3513
204055_s_at,22.1743,22.8228,21.7943,22.7081
204056_s_at,24.2838,23.9363,24.5931,24.0615
204057_at,21.6535,22.2156,21.9595,22.2641
204058_at,25.2538,25.9609,25.6688,25.8943
204059_s_at,26.0334,26.534,26.3289,26.5088
204060_s_at,23.8532,23.6944,23.9005,23.5024
204061_at,23.0701,23.2765,23.3891,23.3738
204062_s_at,23.5787,23.5651,23.3284,23.4443
204063_s_at,22.4613,22.3136,22.3461,22.166
204064_at,25.5066,25.639,25.2673,25.6423
204065_at,24.1408,23.9434,24.2126,23.9082
204066_s_at,24.2838,24.9203,24.8957,25.2647
204067_at,24.7869,24.3932,24.6026,24.3655
204068_at,24.1057,23.6024,23.5938,23.4262
204069_at,22.7337,22.8981,22.6985,22.7833
204070_at,24.9478,23.1819,21.9697,22.5461
204071_s_at,24.669,24.5587,24.4769,24.5969
204072_s_at,20.3075,20.131,20.0985,20.5426
204073_s_at,23.8043,23.8158,23.9506,23.9535
204074_s_at,23.0645,24.0175,23.3761,24.1706
204075_s_at,24.6474,24.7526,24.9016,24.6787
204076_at,25.7178,25.5751,25.6147,25.4146
204077_x_at,22.2881,21.9388,21.9005,21.7885
204078_at,24.4922,24.6283,25.0608,24.6899
204079_at,23.8234,23.9784,23.7348,23.9881
204080_at,24.3205,24.5032,23.9971,24.4464
204081_at,24.4616,24.9701,24.6047,25.1171
204082_at,23.2608,23.762,24.342,24.1602
204083_s_at,22.2293,22.1577,22.5537,22.6506
204084_s_at,24.936,24.7768,24.4235,24.5184
204085_s_at,23.9324,23.6025,23.6217,23.5553
204086_at,24.8474,24.2637,24.6668,24.1962
204087_s_at,24.7212,24.4689,24.4468,24.1706
204088_at,24.6734,23.9676,24.3003,23.8429
204089_x_at,25.4184,25.4733,25.2747,25.2709
204090_at,25.576,25.0303,24.7657,24.9756
204091_at,26.0897,26.0538,26.0911,26.0244
204092_s_at,26.7537,26.8194,26.6331,26.7784
204093_at,27.2236,27.4348,27.0169,27.4515
204094_s_at,26.5237,26.6349,26.6375,26.8923
204095_s_at,22.3531,21.8796,21.7137,21.7501
204096_s_at,23.1374,23.1399,22.8186,22.9932
204097_s_at,26.0991,25.6305,25.5991,25.576
204098_at,25.6443,25.3174,25.3755,25.205
204099_at,22.9067,22.8523,23.0928,23.0097
204100_at,20.9728,20.9009,20.6738,20.8724
204101_at,23.3624,23.4863,23.4025,23.4686
204102_s_at,28.853,28.9757,28.9043,29.0016
204103_at,20.7449,20.6385,20.8773,21.0189
204104_at,24.4909,24.325,24.1253,24.3471
204105_s_at,21.1213,21.1855,21.1805,21.1802
204106_at,24.5573,24.3806,24.253,24.2878
204107_at,24.5603,24.491,24.1891,24.2533
204108_at,26.2275,25.9459,25.7457,25.7006
204109_s_at,24.0115,23.2707,23.2077,23.0182
204110_at,21.3319,21.243,21.4164,21.4495
204111_at,19.8876,19.7844,21.7768,20.5167
204112_s_at,23.265,23.8736,24.3595,24.2244
204113_at,23.4131,23.809,23.1957,23.6637
204114_at,24.757,24.1842,24.6046,24.1006
204115_at,27.1262,27.376,27.354,27.3138
204116_at,22.3105,22.3522,22.4896,22.2316
204117_at,24.6749,24.3903,24.279,24.2609
204118_at,21.536,21.4612,21.4392,21.2248
204119_s_at,28.2597,28.4773,28.2195,28.5191
204120_s_at,27.0339,27.911,27.494,27.9456
204121_at,22.4061,22.5212,22.3738,21.9272
204122_at,20.6829,20.8713,20.8804,20.8314
204123_at,23.4516,23.4353,23.2254,23.3133
204124_at,20.9768,21.6675,21.8611,22.0773
204125_at,26.1011,25.7349,26.0036,25.719
204126_s_at,24.6035,24.5397,24.6643,24.7785
204127_at,26.6001,26.7688,26.392,26.746
204128_s_at,24.7495,24.6818,24.4951,24.6655
204129_at,25.1315,24.9867,25.1254,24.9821
204130_at,20.8391,20.5596,20.8573,20.5907
204131_s_at,24.1639,24.2147,23.8887,24.6053
204132_s_at,22.6427,22.8999,22.6959,23.243
204133_at,24.7229,24.6235,24.4304,24.7233
204134_at,21.0178,21.368,20.9187,21.0753
204135_at,23.095,23.3786,23.1987,23.3968
204136_at,21.6771,21.8081,21.791,22.1948
204137_at,22.4518,22.856,22.8699,23.0532
204138_s_at,21.9672,22.0207,21.9928,21.8699
204139_x_at,23.8333,23.5609,23.8546,23.5885
204140_at,23.8305,24.0881,24.1564,24.0563
204141_at,26.3616,26.6298,26.3898,26.609
204142_at,26.5407,26.2943,26.5459,26.3018
204143_s_at,25.8055,25.5436,25.8384,25.5039
204144_s_at,22.3744,22.1052,22.269,22.2029
204145_at,26.1155,25.999,25.8936,25.9693
204146_at,26.1683,26.5136,25.9869,26.4311
204147_s_at,24.5489,24.9259,24.5592,24.8279
204148_s_at,23.8487,23.875,24.0335,23.9694
204149_s_at,22.0674,22.084,22.2814,22.3313
204150_at,21.0843,21.5661,21.3066,20.9837
204151_x_at,23.687,24.2889,23.765,24.2879
204152_s_at,21.013,20.8625,20.8225,20.431
204153_s_at,21.2783,21.2342,21.5848,21.2963
204154_at,21.3129,21.2592,21.1583,21.4423
204155_s_at,22.7235,22.6887,22.8834,22.696
204156_at,22.6991,22.6762,22.7817,22.7148
204157_s_at,23.2596,23.0581,22.7584,23.0737
204158_s_at,24.7087,24.37,24.4049,24.5986
204159_at,26.2471,26.8196,26.7495,26.9775
204160_s_at,25.161,24.7521,24.5229,24.451
204161_s_at,23.9594,23.8199,23.5439,23.5184
204162_at,26.3558,26.5143,26.1107,26.5801
204163_at,20.4173,20.1746,20.9444,20.5163
204164_at,24.4913,24.4148,24.5338,24.355
204165_at,25.3175,25.0052,25.215,24.9757
204166_at,23.449,23.3794,23.6306,23.5328
204167_at,23.8484,23.4376,23.8771,23.4985
204168_at,25.6842,25.9254,25.9352,25.9879
204169_at,26.5672,26.7025,26.4275,26.6125
204170_s_at,28.409,28.523,28.2585,28.3666
204171_at,25.7032,25.4924,25.1541,25.2536
204172_at,26.2118,26.4731,26.2703,26.2229
